decision_date,planned_week_start,date,activity,group,recommended_person_days
2027-08-10,2027-08-16,2027-08-16,Staging,operative,8.3
2027-08-10,2027-08-16,2027-08-16,Team leads,operative,4.0
2027-08-10,2027-08-16,2027-08-16,Transit drivers,operative,4.0
2027-08-10,2027-08-16,2027-08-16,Unloading,operative,2.3
2027-08-10,2027-08-16,2027-08-16,VNA replenishment,operative,1.0
2027-08-10,2027-08-16,2027-08-16,Yard shunting,operative,2.0
2027-08-10,2027-08-16,2027-08-17,Aisle maintenance,operative,1.1
2027-08-10,2027-08-16,2027-08-17,Co-Packing line,operative,4.0
2027-08-10,2027-08-16,2027-08-17,Control room,admin,2.0
2027-08-10,2027-08-16,2027-08-17,Inbound office,admin,2.0
2027-08-10,2027-08-16,2027-08-17,Inventory,admin,2.0
2027-08-10,2027-08-16,2027-08-17,Loading,operative,5.5
2027-08-10,2027-08-16,2027-08-17,Outbound office,admin,2.0
2027-08-10,2027-08-16,2027-08-17,Pick QA,operative,1.0
2027-08-10,2027-08-16,2027-08-17,Picking,operative,12.9
2027-08-10,2027-08-16,2027-08-17,Putaway,operative,11.4
2027-08-10,2027-08-16,2027-08-17,Receiving,operative,2.7
2027-08-10,2027-08-16,2027-08-17,Replenishment / relocation,operative,2.4
2027-08-10,2027-08-16,2027-08-17,Returns / QC,operative,1.1
2027-08-10,2027-08-16,2027-08-17,Staging,operative,7.8
2027-08-10,2027-08-16,2027-08-17,Team leads,operative,4.0
2027-08-10,2027-08-16,2027-08-17,Transit drivers,operative,4.0
2027-08-10,2027-08-16,2027-08-17,Unloading,operative,2.1
2027-08-10,2027-08-16,2027-08-17,VNA replenishment,operative,1.0
2027-08-10,2027-08-16,2027-08-17,Yard shunting,operative,2.1
2027-08-10,2027-08-16,2027-08-18,Aisle maintenance,operative,1.0
2027-08-10,2027-08-16,2027-08-18,Co-Packing line,operative,4.1
2027-08-10,2027-08-16,2027-08-18,Control room,admin,2.0
2027-08-10,2027-08-16,2027-08-18,Inbound office,admin,2.0
2027-08-10,2027-08-16,2027-08-18,Inventory,admin,2.0
2027-08-10,2027-08-16,2027-08-18,Loading,operative,4.3
2027-08-10,2027-08-16,2027-08-18,Outbound office,admin,2.0
2027-08-10,2027-08-16,2027-08-18,Pick QA,operative,1.0
2027-08-10,2027-08-16,2027-08-18,Picking,operative,10.2
2027-08-10,2027-08-16,2027-08-18,Putaway,operative,9.7
2027-08-10,2027-08-16,2027-08-18,Receiving,operative,2.2
2027-08-10,2027-08-16,2027-08-18,Replenishment / relocation,operative,1.9
2027-08-10,2027-08-16,2027-08-18,Returns / QC,operative,1.0
2027-08-10,2027-08-16,2027-08-18,Staging,operative,6.8
2027-08-10,2027-08-16,2027-08-18,Team leads,operative,4.0
2027-08-10,2027-08-16,2027-08-18,Transit drivers,operative,4.0
2027-08-10,2027-08-16,2027-08-18,Unloading,operative,1.7
2027-08-10,2027-08-16,2027-08-18,VNA replenishment,operative,1.0
2027-08-10,2027-08-16,2027-08-18,Yard shunting,operative,2.0
2027-08-10,2027-08-16,2027-08-19,Aisle maintenance,operative,1.0
2027-08-10,2027-08-16,2027-08-19,Co-Packing line,operative,4.2
2027-08-10,2027-08-16,2027-08-19,Control room,admin,2.0
2027-08-10,2027-08-16,2027-08-19,Inbound office,admin,2.0
2027-08-10,2027-08-16,2027-08-19,Inventory,admin,2.0
2027-08-10,2027-08-16,2027-08-19,Loading,operative,5.5
2027-08-10,2027-08-16,2027-08-19,Outbound office,admin,2.0
2027-08-10,2027-08-16,2027-08-19,Pick QA,operative,1.0
2027-08-10,2027-08-16,2027-08-19,Picking,operative,12.5
2027-08-10,2027-08-16,2027-08-19,Putaway,operative,11.5
2027-08-10,2027-08-16,2027-08-19,Receiving,operative,2.6
2027-08-10,2027-08-16,2027-08-19,Replenishment / relocation,operative,2.4
2027-08-10,2027-08-16,2027-08-19,Returns / QC,operative,1.0
2027-08-10,2027-08-16,2027-08-19,Staging,operative,7.1
2027-08-10,2027-08-16,2027-08-19,Team leads,operative,4.0
2027-08-10,2027-08-16,2027-08-19,Transit drivers,operative,4.0
2027-08-10,2027-08-16,2027-08-19,Unloading,operative,2.3
2027-08-10,2027-08-16,2027-08-19,VNA replenishment,operative,1.0
2027-08-10,2027-08-16,2027-08-19,Yard shunting,operative,2.0
2027-08-10,2027-08-16,2027-08-20,Aisle maintenance,operative,1.1
2027-08-10,2027-08-16,2027-08-20,Co-Packing line,operative,4.0
2027-08-10,2027-08-16,2027-08-20,Control room,admin,2.0
2027-08-10,2027-08-16,2027-08-20,Inbound office,admin,2.0
2027-08-10,2027-08-16,2027-08-20,Inventory,admin,2.0
2027-08-10,2027-08-16,2027-08-20,Loading,operative,5.1
2027-08-10,2027-08-16,2027-08-20,Outbound office,admin,2.0
2027-08-10,2027-08-16,2027-08-20,Pick QA,operative,1.0
2027-08-10,2027-08-16,2027-08-20,Picking,operative,11.4
2027-08-10,2027-08-16,2027-08-20,Putaway,operative,10.7
2027-08-10,2027-08-16,2027-08-20,Receiving,operative,2.6
2027-08-10,2027-08-16,2027-08-20,Replenishment / relocation,operative,2.2
2027-08-10,2027-08-16,2027-08-20,Returns / QC,operative,1.0
2027-08-10,2027-08-16,2027-08-20,Staging,operative,7.1
2027-08-10,2027-08-16,2027-08-20,Team leads,operative,4.0
2027-08-10,2027-08-16,2027-08-20,Transit drivers,operative,4.0
2027-08-10,2027-08-16,2027-08-20,Unloading,operative,2.2
2027-08-10,2027-08-16,2027-08-20,VNA replenishment,operative,1.0
2027-08-10,2027-08-16,2027-08-20,Yard shunting,operative,2.0
2027-08-17,2027-08-23,2027-08-23,Aisle maintenance,operative,1.0
2027-08-17,2027-08-23,2027-08-23,Co-Packing line,operative,4.1
2027-08-17,2027-08-23,2027-08-23,Control room,admin,2.0
2027-08-17,2027-08-23,2027-08-23,Inbound office,admin,2.0
2027-08-17,2027-08-23,2027-08-23,Inventory,admin,2.0
2027-08-17,2027-08-23,2027-08-23,Loading,operative,5.3
2027-08-17,2027-08-23,2027-08-23,Outbound office,admin,2.0
2027-08-17,2027-08-23,2027-08-23,Pick QA,operative,1.0
2027-08-17,2027-08-23,2027-08-23,Picking,operative,13.4
2027-08-17,2027-08-23,2027-08-23,Putaway,operative,11.5
2027-08-17,2027-08-23,2027-08-23,Receiving,operative,2.8
2027-08-17,2027-08-23,2027-08-23,Replenishment / relocation,operative,2.2
2027-08-17,2027-08-23,2027-08-23,Returns / QC,operative,1.0
2027-08-17,2027-08-23,2027-08-23,Staging,operative,7.8
2027-08-17,2027-08-23,2027-08-23,Team leads,operative,4.0
2027-08-17,2027-08-23,2027-08-23,Transit drivers,operative,4.1
2027-08-17,2027-08-23,2027-08-23,Unloading,operative,2.2
2027-08-17,2027-08-23,2027-08-23,VNA replenishment,operative,1.0
2027-08-17,2027-08-23,2027-08-23,Yard shunting,operative,2.0
2027-08-17,2027-08-23,2027-08-24,Aisle maintenance,operative,1.0
2027-08-17,2027-08-23,2027-08-24,Co-Packing line,operative,4.2
2027-08-17,2027-08-23,2027-08-24,Control room,admin,2.0
2027-08-17,2027-08-23,2027-08-24,Inbound office,admin,2.0
2027-08-17,2027-08-23,2027-08-24,Inventory,admin,2.0
2027-08-17,2027-08-23,2027-08-24,Loading,operative,5.2
2027-08-17,2027-08-23,2027-08-24,Outbound office,admin,2.0
2027-08-17,2027-08-23,2027-08-24,Pick QA,operative,1.0
2027-08-17,2027-08-23,2027-08-24,Picking,operative,8.2
2027-08-17,2027-08-23,2027-08-24,Putaway,operative,10.5
2027-08-17,2027-08-23,2027-08-24,Receiving,operative,2.6
2027-08-17,2027-08-23,2027-08-24,Replenishment / relocation,operative,2.6
2027-08-17,2027-08-23,2027-08-24,Returns / QC,operative,1.0
2027-08-17,2027-08-23,2027-08-24,Staging,operative,7.6
2027-08-17,2027-08-23,2027-08-24,Team leads,operative,4.1
2027-08-17,2027-08-23,2027-08-24,Transit drivers,operative,4.0
2027-08-17,2027-08-23,2027-08-24,Unloading,operative,2.1
2027-08-17,2027-08-23,2027-08-24,VNA replenishment,operative,1.0
2027-08-17,2027-08-23,2027-08-24,Yard shunting,operative,2.1
2027-08-17,2027-08-23,2027-08-25,Aisle maintenance,operative,1.0
2027-08-17,2027-08-23,2027-08-25,Co-Packing line,operative,4.1
2027-08-17,2027-08-23,2027-08-25,Control room,admin,2.0
2027-08-17,2027-08-23,2027-08-25,Inbound office,admin,2.0
2027-08-17,2027-08-23,2027-08-25,Inventory,admin,2.0
2027-08-17,2027-08-23,2027-08-25,Loading,operative,4.2
2027-08-17,2027-08-23,2027-08-25,Outbound office,admin,2.0
2027-08-17,2027-08-23,2027-08-25,Pick QA,operative,1.0
2027-08-17,2027-08-23,2027-08-25,Picking,operative,8.5
2027-08-17,2027-08-23,2027-08-25,Putaway,operative,8.9
2027-08-17,2027-08-23,2027-08-25,Receiving,operative,2.4
2027-08-17,2027-08-23,2027-08-25,Replenishment / relocation,operative,1.9
2027-08-17,2027-08-23,2027-08-25,Returns / QC,operative,1.0
2027-08-17,2027-08-23,2027-08-25,Staging,operative,6.2
2027-08-17,2027-08-23,2027-08-25,Team leads,operative,4.0
2027-08-17,2027-08-23,2027-08-25,Transit drivers,operative,4.0
2027-08-17,2027-08-23,2027-08-25,Unloading,operative,1.8
2027-08-17,2027-08-23,2027-08-25,VNA replenishment,operative,1.1
2027-08-17,2027-08-23,2027-08-25,Yard shunting,operative,2.0
2027-08-17,2027-08-23,2027-08-26,Aisle maintenance,operative,1.0
2027-08-17,2027-08-23,2027-08-26,Co-Packing line,operative,4.0
2027-08-17,2027-08-23,2027-08-26,Control room,admin,2.0
2027-08-17,2027-08-23,2027-08-26,Inbound office,admin,2.0
2027-08-17,2027-08-23,2027-08-26,Inventory,admin,2.0
2027-08-17,2027-08-23,2027-08-26,Loading,operative,5.1
2027-08-17,2027-08-23,2027-08-26,Outbound office,admin,2.0
2027-08-17,2027-08-23,2027-08-26,Pick QA,operative,1.1
2027-08-17,2027-08-23,2027-08-26,Picking,operative,9.7
2027-08-17,2027-08-23,2027-08-26,Putaway,operative,11.9
2027-08-17,2027-08-23,2027-08-26,Receiving,operative,2.5
2027-08-17,2027-08-23,2027-08-26,Replenishment / relocation,operative,2.3
2027-08-17,2027-08-23,2027-08-26,Returns / QC,operative,1.0
2027-08-17,2027-08-23,2027-08-26,Staging,operative,8.4
2027-08-17,2027-08-23,2027-08-26,Team leads,operative,4.0
2027-08-17,2027-08-23,2027-08-26,Transit drivers,operative,4.0
2027-08-17,2027-08-23,2027-08-26,Unloading,operative,2.2
2027-08-17,2027-08-23,2027-08-26,VNA replenishment,operative,1.0
2027-08-17,2027-08-23,2027-08-26,Yard shunting,operative,2.1
2027-08-17,2027-08-23,2027-08-27,Aisle maintenance,operative,1.0
2027-08-17,2027-08-23,2027-08-27,Co-Packing line,operative,4.2
2027-08-17,2027-08-23,2027-08-27,Control room,admin,2.0
2027-08-17,2027-08-23,2027-08-27,Inbound office,admin,2.0
2027-08-17,2027-08-23,2027-08-27,Inventory,admin,2.0
2027-08-17,2027-08-23,2027-08-27,Loading,operative,5.1
2027-08-17,2027-08-23,2027-08-27,Outbound office,admin,2.0
2027-08-17,2027-08-23,2027-08-27,Pick QA,operative,1.0
2027-08-17,2027-08-23,2027-08-27,Picking,operative,8.1
2027-08-17,2027-08-23,2027-08-27,Putaway,operative,11.6
2027-08-17,2027-08-23,2027-08-27,Receiving,operative,2.6
2027-08-17,2027-08-23,2027-08-27,Replenishment / relocation,operative,2.1
2027-08-17,2027-08-23,2027-08-27,Returns / QC,operative,1.0
2027-08-17,2027-08-23,2027-08-27,Staging,operative,7.3
2027-08-17,2027-08-23,2027-08-27,Team leads,operative,4.1
2027-08-17,2027-08-23,2027-08-27,Transit drivers,operative,4.0
2027-08-17,2027-08-23,2027-08-27,Unloading,operative,2.4
2027-08-17,2027-08-23,2027-08-27,VNA replenishment,operative,1.1
2027-08-17,2027-08-23,2027-08-27,Yard shunting,operative,2.0
2027-08-24,2027-08-30,2027-08-30,Aisle maintenance,operative,1.0
2027-08-24,2027-08-30,2027-08-30,Co-Packing line,operative,4.0
2027-08-24,2027-08-30,2027-08-30,Control room,admin,2.0
2027-08-24,2027-08-30,2027-08-30,Inbound office,admin,2.0
2027-08-24,2027-08-30,2027-08-30,Inventory,admin,2.0
2027-08-24,2027-08-30,2027-08-30,Loading,operative,5.0
2027-08-24,2027-08-30,2027-08-30,Outbound office,admin,2.0
2027-08-24,2027-08-30,2027-08-30,Pick QA,operative,1.1
2027-08-24,2027-08-30,2027-08-30,Picking,operative,7.8
2027-08-24,2027-08-30,2027-08-30,Putaway,operative,12.2
2027-08-24,2027-08-30,2027-08-30,Receiving,operative,3.0
2027-08-24,2027-08-30,2027-08-30,Replenishment / relocation,operative,2.4
2027-08-24,2027-08-30,2027-08-30,Returns / QC,operative,1.0
2027-08-24,2027-08-30,2027-08-30,Staging,operative,7.6
2027-08-24,2027-08-30,2027-08-30,Team leads,operative,4.0
2027-08-24,2027-08-30,2027-08-30,Transit drivers,operative,4.0
2027-08-24,2027-08-30,2027-08-30,Unloading,operative,2.0
2027-08-24,2027-08-30,2027-08-30,VNA replenishment,operative,1.0
2027-08-24,2027-08-30,2027-08-30,Yard shunting,operative,2.1
2027-08-24,2027-08-30,2027-08-31,Aisle maintenance,operative,1.0
2027-08-24,2027-08-30,2027-08-31,Co-Packing line,operative,4.0
2027-08-24,2027-08-30,2027-08-31,Control room,admin,2.0
2027-08-24,2027-08-30,2027-08-31,Inbound office,admin,2.0
2027-08-24,2027-08-30,2027-08-31,Inventory,admin,2.0
2027-08-24,2027-08-30,2027-08-31,Loading,operative,4.9
2027-08-24,2027-08-30,2027-08-31,Outbound office,admin,2.0
2027-08-24,2027-08-30,2027-08-31,Pick QA,operative,1.1
2027-08-24,2027-08-30,2027-08-31,Picking,operative,8.5
2027-08-24,2027-08-30,2027-08-31,Putaway,operative,11.8
2027-08-24,2027-08-30,2027-08-31,Receiving,operative,2.7
2027-08-24,2027-08-30,2027-08-31,Replenishment / relocation,operative,2.3
2027-08-24,2027-08-30,2027-08-31,Returns / QC,operative,1.0
2027-08-24,2027-08-30,2027-08-31,Staging,operative,7.1
2027-08-24,2027-08-30,2027-08-31,Team leads,operative,4.0
2027-08-24,2027-08-30,2027-08-31,Transit drivers,operative,4.0
2027-08-24,2027-08-30,2027-08-31,Unloading,operative,2.4
2027-08-24,2027-08-30,2027-08-31,VNA replenishment,operative,1.1
2027-08-24,2027-08-30,2027-08-31,Yard shunting,operative,2.0
2027-08-24,2027-08-30,2027-09-01,Aisle maintenance,operative,1.0
2027-08-24,2027-08-30,2027-09-01,Co-Packing line,operative,4.0
2027-08-24,2027-08-30,2027-09-01,Control room,admin,2.0
2027-08-24,2027-08-30,2027-09-01,Inbound office,admin,2.0
2027-08-24,2027-08-30,2027-09-01,Inventory,admin,2.0
2027-08-24,2027-08-30,2027-09-01,Loading,operative,4.5
2027-08-24,2027-08-30,2027-09-01,Outbound office,admin,2.0
2027-08-24,2027-08-30,2027-09-01,Pick QA,operative,1.0
2027-08-24,2027-08-30,2027-09-01,Picking,operative,8.0
2027-08-24,2027-08-30,2027-09-01,Putaway,operative,10.9
2027-08-24,2027-08-30,2027-09-01,Receiving,operative,2.4
2027-08-24,2027-08-30,2027-09-01,Replenishment / relocation,operative,2.1
2027-08-24,2027-08-30,2027-09-01,Returns / QC,operative,1.0
2027-08-24,2027-08-30,2027-09-01,Staging,operative,7.5
2027-08-24,2027-08-30,2027-09-01,Team leads,operative,4.0
2027-08-24,2027-08-30,2027-09-01,Transit drivers,operative,4.0
2027-08-24,2027-08-30,2027-09-01,Unloading,operative,2.2
2027-08-24,2027-08-30,2027-09-01,VNA replenishment,operative,1.0
2027-08-24,2027-08-30,2027-09-01,Yard shunting,operative,2.0
2027-08-24,2027-08-30,2027-09-02,Aisle maintenance,operative,1.0
2027-08-24,2027-08-30,2027-09-02,Co-Packing line,operative,4.0
2027-08-24,2027-08-30,2027-09-02,Control room,admin,2.0
2027-08-24,2027-08-30,2027-09-02,Inbound office,admin,2.0
2027-08-24,2027-08-30,2027-09-02,Inventory,admin,2.0
2027-08-24,2027-08-30,2027-09-02,Loading,operative,5.8
2027-08-24,2027-08-30,2027-09-02,Outbound office,admin,2.0
2027-08-24,2027-08-30,2027-09-02,Pick QA,operative,1.0
2027-08-24,2027-08-30,2027-09-02,Picking,operative,9.6
2027-08-24,2027-08-30,2027-09-02,Putaway,operative,12.7
2027-08-24,2027-08-30,2027-09-02,Receiving,operative,2.5
2027-08-24,2027-08-30,2027-09-02,Replenishment / relocation,operative,2.4
2027-08-24,2027-08-30,2027-09-02,Returns / QC,operative,1.0
2027-08-24,2027-08-30,2027-09-02,Staging,operative,7.8
2027-08-24,2027-08-30,2027-09-02,Team leads,operative,4.0
2027-08-24,2027-08-30,2027-09-02,Transit drivers,operative,4.0
2027-08-24,2027-08-30,2027-09-02,Unloading,operative,2.4
2027-08-24,2027-08-30,2027-09-02,VNA replenishment,operative,1.0
2027-08-24,2027-08-30,2027-09-02,Yard shunting,operative,2.0
2027-08-24,2027-08-30,2027-09-03,Aisle maintenance,operative,1.0
2027-08-24,2027-08-30,2027-09-03,Co-Packing line,operative,4.0
2027-08-24,2027-08-30,2027-09-03,Control room,admin,2.0
2027-08-24,2027-08-30,2027-09-03,Inbound office,admin,2.0
2027-08-24,2027-08-30,2027-09-03,Inventory,admin,2.0
2027-08-24,2027-08-30,2027-09-03,Loading,operative,5.8
2027-08-24,2027-08-30,2027-09-03,Outbound office,admin,2.0
2027-08-24,2027-08-30,2027-09-03,Pick QA,operative,1.0
2027-08-24,2027-08-30,2027-09-03,Picking,operative,9.4
2027-08-24,2027-08-30,2027-09-03,Putaway,operative,10.6
2027-08-24,2027-08-30,2027-09-03,Receiving,operative,2.9
2027-08-24,2027-08-30,2027-09-03,Replenishment / relocation,operative,2.6
2027-08-24,2027-08-30,2027-09-03,Returns / QC,operative,1.0
2027-08-24,2027-08-30,2027-09-03,Staging,operative,8.2
2027-08-24,2027-08-30,2027-09-03,Team leads,operative,4.1
2027-08-24,2027-08-30,2027-09-03,Transit drivers,operative,4.0
2027-08-24,2027-08-30,2027-09-03,Unloading,operative,2.2
2027-08-24,2027-08-30,2027-09-03,VNA replenishment,operative,1.0
2027-08-24,2027-08-30,2027-09-03,Yard shunting,operative,2.0
2027-08-31,2027-09-06,2027-09-06,Aisle maintenance,operative,1.0
2027-08-31,2027-09-06,2027-09-06,Co-Packing line,operative,4.0
2027-08-31,2027-09-06,2027-09-06,Control room,admin,2.0
2027-08-31,2027-09-06,2027-09-06,Inbound office,admin,2.0
2027-08-31,2027-09-06,2027-09-06,Inventory,admin,2.0
2027-08-31,2027-09-06,2027-09-06,Loading,operative,5.8
2027-08-31,2027-09-06,2027-09-06,Outbound office,admin,2.0
2027-08-31,2027-09-06,2027-09-06,Pick QA,operative,1.0
2027-08-31,2027-09-06,2027-09-06,Picking,operative,8.6
2027-08-31,2027-09-06,2027-09-06,Putaway,operative,12.4
2027-08-31,2027-09-06,2027-09-06,Receiving,operative,3.0
2027-08-31,2027-09-06,2027-09-06,Replenishment / relocation,operative,2.7
2027-08-31,2027-09-06,2027-09-06,Returns / QC,operative,1.1
2027-08-31,2027-09-06,2027-09-06,Staging,operative,8.5
2027-08-31,2027-09-06,2027-09-06,Team leads,operative,4.0
2027-08-31,2027-09-06,2027-09-06,Transit drivers,operative,4.0
2027-08-31,2027-09-06,2027-09-06,Unloading,operative,2.5
2027-08-31,2027-09-06,2027-09-06,VNA replenishment,operative,1.0
2027-08-31,2027-09-06,2027-09-06,Yard shunting,operative,2.0
2027-08-31,2027-09-06,2027-09-07,Aisle maintenance,operative,1.0
2027-08-31,2027-09-06,2027-09-07,Co-Packing line,operative,4.2
2027-08-31,2027-09-06,2027-09-07,Control room,admin,2.0
2027-08-31,2027-09-06,2027-09-07,Inbound office,admin,2.0
2027-08-31,2027-09-06,2027-09-07,Inventory,admin,2.0
2027-08-31,2027-09-06,2027-09-07,Loading,operative,5.4
2027-08-31,2027-09-06,2027-09-07,Outbound office,admin,2.0
2027-08-31,2027-09-06,2027-09-07,Pick QA,operative,1.0
2027-08-31,2027-09-06,2027-09-07,Picking,operative,8.3
2027-08-31,2027-09-06,2027-09-07,Putaway,operative,11.0
2027-08-31,2027-09-06,2027-09-07,Receiving,operative,2.7
2027-08-31,2027-09-06,2027-09-07,Replenishment / relocation,operative,2.6
2027-08-31,2027-09-06,2027-09-07,Returns / QC,operative,1.0
2027-08-31,2027-09-06,2027-09-07,Staging,operative,7.9
2027-08-31,2027-09-06,2027-09-07,Team leads,operative,4.1
2027-08-31,2027-09-06,2027-09-07,Transit drivers,operative,4.0
2027-08-31,2027-09-06,2027-09-07,Unloading,operative,2.3
2027-08-31,2027-09-06,2027-09-07,VNA replenishment,operative,1.1
2027-08-31,2027-09-06,2027-09-07,Yard shunting,operative,2.1
2027-08-31,2027-09-06,2027-09-08,Aisle maintenance,operative,1.1
2027-08-31,2027-09-06,2027-09-08,Co-Packing line,operative,4.1
2027-08-31,2027-09-06,2027-09-08,Control room,admin,2.0
2027-08-31,2027-09-06,2027-09-08,Inbound office,admin,2.0
2027-08-31,2027-09-06,2027-09-08,Inventory,admin,2.0
2027-08-31,2027-09-06,2027-09-08,Loading,operative,4.8
2027-08-31,2027-09-06,2027-09-08,Outbound office,admin,2.0
2027-08-31,2027-09-06,2027-09-08,Pick QA,operative,1.0
2027-08-31,2027-09-06,2027-09-08,Picking,operative,7.5
2027-08-31,2027-09-06,2027-09-08,Putaway,operative,10.3
2027-08-31,2027-09-06,2027-09-08,Receiving,operative,2.6
2027-08-31,2027-09-06,2027-09-08,Replenishment / relocation,operative,2.6
2027-08-31,2027-09-06,2027-09-08,Returns / QC,operative,1.0
2027-08-31,2027-09-06,2027-09-08,Staging,operative,7.1
2027-08-31,2027-09-06,2027-09-08,Team leads,operative,4.0
2027-08-31,2027-09-06,2027-09-08,Transit drivers,operative,4.0
2027-08-31,2027-09-06,2027-09-08,Unloading,operative,1.9
2027-08-31,2027-09-06,2027-09-08,VNA replenishment,operative,1.0
2027-08-31,2027-09-06,2027-09-08,Yard shunting,operative,2.1
2027-08-31,2027-09-06,2027-09-09,Aisle maintenance,operative,1.0
2027-08-31,2027-09-06,2027-09-09,Co-Packing line,operative,4.2
2027-08-31,2027-09-06,2027-09-09,Control room,admin,2.0
2027-08-31,2027-09-06,2027-09-09,Inbound office,admin,2.0
2027-08-31,2027-09-06,2027-09-09,Inventory,admin,2.0
2027-08-31,2027-09-06,2027-09-09,Loading,operative,5.4
2027-08-31,2027-09-06,2027-09-09,Outbound office,admin,2.0
2027-08-31,2027-09-06,2027-09-09,Pick QA,operative,1.0
2027-08-31,2027-09-06,2027-09-09,Picking,operative,8.3
2027-08-31,2027-09-06,2027-09-09,Putaway,operative,13.1
2027-08-31,2027-09-06,2027-09-09,Receiving,operative,2.5
2027-08-31,2027-09-06,2027-09-09,Replenishment / relocation,operative,2.6
2027-08-31,2027-09-06,2027-09-09,Returns / QC,operative,1.0
2027-08-31,2027-09-06,2027-09-09,Staging,operative,8.1
2027-08-31,2027-09-06,2027-09-09,Team leads,operative,4.0
2027-08-31,2027-09-06,2027-09-09,Transit drivers,operative,4.0
2027-08-31,2027-09-06,2027-09-09,Unloading,operative,2.6
2027-08-31,2027-09-06,2027-09-09,VNA replenishment,operative,1.1
2027-08-31,2027-09-06,2027-09-09,Yard shunting,operative,2.0
2027-08-31,2027-09-06,2027-09-10,Aisle maintenance,operative,1.1
2027-08-31,2027-09-06,2027-09-10,Co-Packing line,operative,4.0
2027-08-31,2027-09-06,2027-09-10,Control room,admin,2.0
2027-08-31,2027-09-06,2027-09-10,Inbound office,admin,2.0
2027-08-31,2027-09-06,2027-09-10,Inventory,admin,2.0
2027-08-31,2027-09-06,2027-09-10,Loading,operative,5.2
2027-08-31,2027-09-06,2027-09-10,Outbound office,admin,2.0
2027-08-31,2027-09-06,2027-09-10,Pick QA,operative,1.0
2027-08-31,2027-09-06,2027-09-10,Picking,operative,9.5
2027-08-31,2027-09-06,2027-09-10,Putaway,operative,12.9
2027-08-31,2027-09-06,2027-09-10,Receiving,operative,2.6
2027-08-31,2027-09-06,2027-09-10,Replenishment / relocation,operative,2.5
2027-08-31,2027-09-06,2027-09-10,Returns / QC,operative,1.0
2027-08-31,2027-09-06,2027-09-10,Staging,operative,7.8
2027-08-31,2027-09-06,2027-09-10,Team leads,operative,4.0
2027-08-31,2027-09-06,2027-09-10,Transit drivers,operative,4.1
2027-08-31,2027-09-06,2027-09-10,Unloading,operative,2.5
2027-08-31,2027-09-06,2027-09-10,VNA replenishment,operative,1.0
2027-08-31,2027-09-06,2027-09-10,Yard shunting,operative,2.0
2027-09-07,2027-09-13,2027-09-13,Aisle maintenance,operative,1.0
2027-09-07,2027-09-13,2027-09-13,Co-Packing line,operative,4.0
2027-09-07,2027-09-13,2027-09-13,Control room,admin,2.0
2027-09-07,2027-09-13,2027-09-13,Inbound office,admin,2.0
2027-09-07,2027-09-13,2027-09-13,Inventory,admin,2.0
2027-09-07,2027-09-13,2027-09-13,Loading,operative,6.0
2027-09-07,2027-09-13,2027-09-13,Outbound office,admin,2.0
2027-09-07,2027-09-13,2027-09-13,Pick QA,operative,1.0
2027-09-07,2027-09-13,2027-09-13,Picking,operative,10.9
2027-09-07,2027-09-13,2027-09-13,Putaway,operative,12.6
2027-09-07,2027-09-13,2027-09-13,Receiving,operative,2.9
2027-09-07,2027-09-13,2027-09-13,Replenishment / relocation,operative,2.8
2027-09-07,2027-09-13,2027-09-13,Returns / QC,operative,1.0
2027-09-07,2027-09-13,2027-09-13,Staging,operative,8.4
2027-09-07,2027-09-13,2027-09-13,Team leads,operative,4.1
2027-09-07,2027-09-13,2027-09-13,Transit drivers,operative,4.1
2027-09-07,2027-09-13,2027-09-13,Unloading,operative,2.4
2027-09-07,2027-09-13,2027-09-13,VNA replenishment,operative,1.0
2027-09-07,2027-09-13,2027-09-13,Yard shunting,operative,2.0
2027-09-07,2027-09-13,2027-09-14,Aisle maintenance,operative,1.0
2027-09-07,2027-09-13,2027-09-14,Co-Packing line,operative,4.1
2027-09-07,2027-09-13,2027-09-14,Control room,admin,2.0
2027-09-07,2027-09-13,2027-09-14,Inbound office,admin,2.0
2027-09-07,2027-09-13,2027-09-14,Inventory,admin,2.0
2027-09-07,2027-09-13,2027-09-14,Loading,operative,5.6
2027-09-07,2027-09-13,2027-09-14,Outbound office,admin,2.0
2027-09-07,2027-09-13,2027-09-14,Pick QA,operative,1.0
2027-09-07,2027-09-13,2027-09-14,Picking,operative,10.2
2027-09-07,2027-09-13,2027-09-14,Putaway,operative,11.3
2027-09-07,2027-09-13,2027-09-14,Receiving,operative,3.1
2027-09-07,2027-09-13,2027-09-14,Replenishment / relocation,operative,2.7
2027-09-07,2027-09-13,2027-09-14,Returns / QC,operative,1.0
2027-09-07,2027-09-13,2027-09-14,Staging,operative,8.2
2027-09-07,2027-09-13,2027-09-14,Team leads,operative,4.0
2027-09-07,2027-09-13,2027-09-14,Transit drivers,operative,4.0
2027-09-07,2027-09-13,2027-09-14,Unloading,operative,2.5
2027-09-07,2027-09-13,2027-09-14,VNA replenishment,operative,1.0
2027-09-07,2027-09-13,2027-09-14,Yard shunting,operative,2.0
2027-09-07,2027-09-13,2027-09-15,Aisle maintenance,operative,1.0
2027-09-07,2027-09-13,2027-09-15,Co-Packing line,operative,4.0
2027-09-07,2027-09-13,2027-09-15,Control room,admin,2.0
2027-09-07,2027-09-13,2027-09-15,Inbound office,admin,2.0
2027-09-07,2027-09-13,2027-09-15,Inventory,admin,2.0
